Disease,Protein
D601518,Q5SQI0
D601518,P21926
D601518,P24592
D601518,P18075
D601518,P08473
D601518,O15551
D601518,Q9P0J1
D601518,Q16385
D601518,P43268
D601518,P30050
D601518,P55201
D601518,Q9NNW7
D601518,P38936
D601518,Q8WWQ8
D601518,Q9GZR1
D601518,P01133
D601518,O15392
D601518,Q9NWZ3
D601518,Q12774
D601518,P05181
D601518,P06400
D601518,O14681
D601518,Q7Z4W1
D601518,Q5T2W1
D601518,P35680
D601518,P27986
D601518,P15692
D601518,P42336
D601518,Q14116
D601518,P28370
D601518,Q9Y3E5
D601518,Q13315
D601518,P09874
D601518,Q93009
D601518,Q9BUD6
D601518,P12830
D601518,Q07869
D601518,P50225
D601518,Q9Y6Q9
D601518,Q9UPY6
D601518,P46527
D601518,Q07812
D601518,Q9UP79
D601518,P16422
D601518,O95319
D601518,Q9HC78
D601518,Q9UBK9
D601518,Q9P016
D601518,P21757
D601518,Q8NI08
D601518,Q7Z4H7
D601518,P18847
D601518,Q58WW2
D601518,Q8NFM7
D601518,P09086
D601518,P19525
D601518,Q13439
D601518,O15550
D601518,Q8NBS9
D601518,Q14202
D601518,Q01081
D601518,P24557
D601518,Q8NG31
D601518,Q86VZ6
D601518,Q06520
D601518,Q9BYX2
D601518,Q6P499
D601518,Q8NAC3
D601518,Q7Z589
D601518,O60674
D601518,Q9H222
D601518,O60281
D601518,P10912
D601518,P04083
D601518,Q12802
D601518,Q86V15
D601518,Q15417
D601518,O00459
D601518,Q99102
D601518,P00995
D601518,O95967
D601518,P04626
D601518,Q15788
D601518,P49888
D601518,O14786
D601518,P15428
D601518,P35869
D601518,Q14005
D601518,P14625
D601518,Q70J99
D601518,Q01718
D601518,Q86Y22
D601518,Q9BYJ1
D601518,P19099
D601518,P55290
D601518,P16442
D601518,P56545
D601518,Q9NR56
D601518,O95471
D601518,Q96HN2
D601518,Q8TD43
D601518,P29590
D601518,O96006
D601518,P33261
D601518,P49789
D601518,P15918
D601518,P52849
D601518,O95994
D601518,P04637
D601518,Q9Y2C9
D601518,Q9BV57
D601518,P29374
D601518,Q9Y250
D601518,P27361
D601518,P98164
D601518,P06858
D601518,P07550
D601518,P17936
D601518,Q99801
D601518,O15119
D601518,P69892
D601518,P11473
D601518,P40692
D601518,O00238
D601518,P27635
D601518,O14773
D601518,P15311
D601518,Q8TD31
D601518,P08559
D601518,P54277
D601518,P41162
D601518,O95460
D601518,P18510
D601518,O15260
D601518,P14923
D601518,P01135
D601518,Q9Y6Y0
D601518,Q06278
D601518,Q02742
D601518,O95948
D601518,P69891
D601518,P07195
D601518,P27169
D601518,Q92597
D601518,Q9Y272
D601518,Q05513
D601518,Q12778
D601518,O95206
D601518,P54802
D601518,P81877
D601518,P54727
D601518,Q92793
D601518,Q9BRU2
D601518,Q16665
D601518,Q16762
D601518,O15520
D601518,Q70IA6
D601518,Q08629
D601518,Q53FZ2
D601518,Q92608
D601518,O14965
D601518,Q14749
D601518,Q6K0P9
D601518,O14646
D601518,O15393
D601518,P19793
D601518,Q13007
D601518,Q68CP9
D601518,P30711
D601518,O75064
D601518,P30260
D601518,O75751
D601518,Q4ZG55
D601518,Q5ZPR3
D601518,P55268
D601518,P31943
D601518,Q08499
D601518,Q86YC2
D601518,P21291
D601518,P08581
D601518,P23458
D601518,Q96T58
D601518,P35354
D601518,Q12983
D601518,O43521
D601518,P18887
D601518,O43318
D601518,Q12979
D601518,P06881
D601518,Q8ND30
D601518,Q92874
D601518,Q14145
D601518,P30825
D601518,Q9UIH9
D601518,O43182
D601518,P61018
D601518,O60885
D601518,P08138
D601518,Q9HBY0
D601518,P01282
D601518,Q99612
D601518,Q7Z406
D601518,P62328
D601518,Q8TD26
D601518,Q8NEB7
D601518,O95072
D601518,P21860
D601518,Q13530
D601518,Q8IXB1
D601518,P49454
D601518,P24522
D601518,P56945
D601518,P12429
D601518,Q9UKW4
D601518,Q01844
D601518,P31213
D601518,Q13126
D601518,P10301
D601518,O43175
D601518,P09038
D601518,P37058
D601518,Q9BWT1
D601518,O15431
D601518,Q9BZX2
D601518,Q9Y696
D601518,P60568
D601518,Q9UIK5
D601518,Q9Y2Q3
D601518,P07858
D601518,P15151
D601518,P83916
D601518,P18405
D601518,P26358
D601518,O95484
D601518,Q8IZX4
D601518,O43791
D601518,Q9UBT6
D601518,Q9P2D1
D601518,Q6NW40
D601518,Q13233
D601518,Q9HCG1
D601518,O75376
D601518,Q9HCN8
D601518,Q9NQS7
D601518,Q9NRG9
D601518,P22694
D601518,P26439
D601518,P02795
D601518,P48023
D601518,O60513
D601518,Q99784
D601518,Q15910
D601518,P01011
D601518,Q13077
D601518,Q99732
D601518,Q29RF7
D601518,Q9BYW2
D601518,Q93074
D601518,P29474
D601518,Q8TE67
D601518,Q9UBN7
D601518,P62807
D601518,Q01196
D601518,P50591
D601518,Q96EB6
D601518,P48061
D601518,P04278
D601518,O15121
D601518,Q96HW7
D601518,P0DMV9
D601518,O95365
D601518,Q8NCH0
D601518,Q96EP0
D601518,Q96CJ1
D601518,Q16236
D601518,Q08345
D601518,Q9NYV4
D601518,P15259
D601518,Q9Y6D9
D601518,Q9BS26
D601518,P27797
D601518,Q9NQB0
D601518,Q9H6V9
D601518,P01037
D601518,P01210
D601518,P78527
D601518,P04844
D601518,P29323
D601518,P45452
D601518,Q92826
D601518,P09601
D601518,Q8HWS3
D601518,Q9Y6N7
D601518,P49908
D601518,Q9P2W1
D601518,O75881
D601518,P20908
D601518,P37173
D601518,Q9NR28
D601518,Q5VWQ8
D601518,O00204
D601518,Q9NQ38
D601518,Q8IWI9
D601518,P01137
D601518,P01106
D601518,Q9Y446
D601518,Q6NYC1
D601518,P22455
D601518,P31249
D601518,Q8TEW0
D601518,P42898
D601518,P17482
D601518,O00264
D601518,Q02750
D601518,P11172
D601518,Q9NR48
D601518,P15056
D601518,Q08209
D601518,P05164
D601518,Q5K651
D601518,P58005
D601518,P55211
D601518,O00220
D601518,P30040
D601518,Q86WH2
D601518,P08263
D601518,P00533
D601518,O75629
D601518,P13693
D601518,P01308
D601608,Q9NSK0
D601608,P11166
D601608,Q9UQ90
D601608,Q9H2M9
D601608,Q8IYU2
D601608,Q8TAF3
D601608,Q9NZK5
D601608,Q15041
D601608,P30793
D601608,Q99698
D601608,P29144
D601626,O15327
D601626,P35749
D601626,P21926
D601626,P20138
D601626,Q92633
D601626,P05026
D601626,P05109
D601626,Q01851
D601626,Q86YC2
D601626,P08581
D601626,Q13948
D601626,P09919
D601626,P09525
D601626,P23458
D601626,P55210
D601626,Q8NB91
D601626,P07333
D601626,Q03112
D601626,Q96L73
D601626,O95671
D601626,P16403
D601626,P17947
D601626,Q9BXW9
D601626,Q07343
D601626,P49815
D601626,Q9Y279
D601626,Q14192
D601626,Q10571
D601626,Q9BX63
D601626,Q6N021
D601626,P01111
D601626,O43315
D601626,P40121
D601626,P01116
D601626,P01112
D601626,P40763
D601626,P41212
D601626,Q8N8S7
D601626,Q93052
D601626,O43759
D601626,P10721
D601626,P09486
D601626,Q92692
D601626,P17655
D601626,O95267
D601626,P25445
D601626,P49715
D601626,O00141
D601626,Q01081
D601626,P01034
D601626,Q06455
D601626,P07305
D601626,Q9P1W9
D601626,Q9NW38
D601626,Q8NEZ4
D601626,Q02363
D601626,Q00534
D601626,P78347
D601626,O95425
D601626,O60674
D601626,P15151
D601626,Q9NPD8
D601626,O15360
D601626,O43143
D601626,P35221
D601626,Q9BYV9
D601626,P48735
D601626,Q9Y6X0
D601626,P04792
D601626,P14210
D601626,O43543
D601626,O15287
D601626,P53355
D601626,P08758
D601626,Q04721
D601626,Q99501
D601626,Q9BYW2
D601626,P51828
D601626,O75874
D601626,P09104
D601626,Q9UKU0
D601626,O75533
D601626,Q9Y6K1
D601626,P04141
D601626,Q9Y3A5
D601626,Q9HB96
D601626,Q13951
D601626,P12980
D601626,Q13885
D601626,Q01196
D601626,P20591
D601626,P34972
D601626,P31269
D601626,P06748
D601626,O60216
D601626,Q99961
D601626,P04637
D601626,P50591
D601626,P30279
D601626,P38398
D601626,Q6W2J9
D601626,Q8IY92
D601626,Q13191
D601626,Q09472
D601626,Q9NZN3
D601626,O95365
D601626,Q9C004
D601626,P10914
D601626,P20396
D601626,P23769
D601626,Q96KQ7
D601626,Q15560
D601626,Q03164
D601626,P13284
D601626,P16070
D601626,O14746
D601626,Q8IYD8
D601626,O75475
D601626,P49716
D601626,P58340
D601626,P07355
D601626,O75962
D601626,Q9NZZ3
D601626,Q13541
D601626,Q9NVI1
D601626,Q9UI95
D601626,Q9ULV8
D601626,Q92626
D601626,P35658
D601626,Q06609
D601626,Q92889
D601626,P21359
D601626,Q9UNA1
D601626,P07099
D601626,Q9H0Q3
D601626,Q99684
D601626,P10415
D601626,Q9UBR2
D601626,P08133
D601626,Q12778
D601626,P60903
D601626,Q76L83
D601626,Q92793
D601626,Q06124
D601626,Q13492
D601626,P19544
D601626,Q9NPI8
D601626,P41220
D601626,O00468
D601626,P54132
D601626,P01106
D601626,P32249
D601626,P09668
D601626,Q8WXS3
D601626,Q00597
D601626,O14522
D601626,P55197
D601626,Q9UHD8
D601626,Q99062
D601626,Q13761
D601626,P52948
D601626,O43502
D601626,P11308
D601626,Q2NKJ3
D601626,Q9UKJ5
D601626,P22681
D601626,Q96AW1
D601626,Q16288
D601626,Q9UQQ2
D601626,P36888
D601665,P00734
D601665,Q9UL25
D601665,Q9BY76
D601665,O75751
D601665,Q8TAM2
D601665,P02786
D601665,Q6ZW61
D601665,O60240
D601665,Q7Z7G8
D601665,P55916
D601665,Q9P2R7
D601665,Q86VB7
D601665,Q8NER1
D601665,P26583
D601665,Q96SI1
D601665,P35354
D601665,Q02252
D601665,P16870
D601665,Q9UBU3
D601665,O75056
D601665,P33121
D601665,Q5TC12
D601665,P05181
D601665,P07451
D601665,P10082
D601665,Q7Z4W1
D601665,P48357
D601665,P48163
D601665,Q96G30
D601665,P21673
D601665,P31749
D601665,P02792
D601665,P20333
D601665,Q8N3I7
D601665,P09874
D601665,O75015
D601665,O75469
D601665,Q07869
D601665,Q03181
D601665,P24723
D601665,P08842
D601665,Q3SYG4
D601665,P18065
D601665,Q96B42
D601665,Q15848
D601665,P25942
D601665,P01375
D601665,O60543
D601665,O75390
D601665,Q06210
D601665,Q7Z3B1
D601665,P30084
D601665,P28335
D601665,Q96I99
D601665,Q8TAM1
D601665,Q6ZP98
D601665,Q96IY4
D601665,Q86TI0
D601665,Q7Z5J4
D601665,O15244
D601665,P22695
D601665,P98172
D601665,P08588
D601665,P49715
D601665,P29466
D601665,P02649
D601665,P05231
D601665,O75354
D601665,Q16678
D601665,Q9NSA1
D601665,Q8IWZ6
D601665,P01344
D601665,Q9UL68
D601665,Q86YN6
D601665,P01241
D601665,Q16568
D601665,O15527
D601665,O60266
D601665,Q16619
D601665,P05121
D601665,Q96C11
D601665,Q16836
D601665,Q9H0F7
D601665,Q9NTG7
D601665,P22033
D601665,P25774
D601665,Q16620
D601665,P22303
D601665,P56704
D601665,P14902
D601665,P28223
D601665,O00253
D601665,P02787
D601665,P07203
D601665,P23141
D601665,P53396
D601665,Q5JWF2
D601665,Q8NFJ9
D601665,P35869
D601665,P15559
D601665,P06276
D601665,O15118
D601665,Q9NPJ1
D601665,Q6VY07
D601665,P10644
D601665,Q15761
D601665,Q9NXB0
D601665,P00167
D601665,P14780
D601665,Q8TDQ7
D601665,Q9Y6C9
D601665,Q14929
D601665,P25874
D601665,P16520
D601665,P11215
D601665,P41159
D601665,Q15466
D601665,Q9BXC9
D601665,Q96EB6
D601665,Q09472
D601665,P06858
D601665,P37231
D601665,P09067
D601665,P07550
D601665,P81133
D601665,P00325
D601665,O75891
D601665,P34810
D601665,P35568
D601665,Q9C0B1
D601665,P52789
D601665,P13945
D601665,O60669
D601665,Q5SGD2
D601665,O43524
D601665,P02741
D601665,O14520
D601665,P01275
D601665,P22413
D601665,Q9UPR6
D601665,P01189
D601665,Q16875
D601665,P04179
D601665,Q12882
D601665,Q9NRF2
D601665,Q9NRR6
D601665,P15104
D601665,P31323
D601665,P49327
D601665,P18031
D601665,P09601
D601665,P43490
D601665,P11310
D601665,P00441
D601665,O00519
D601665,Q02577
D601665,P99999
D601665,P11021
D601665,Q8IWS0
D601665,Q6VAB6
D601665,O60861
D601665,Q9NR63
D601665,P83111
D601665,O15245
D601665,P42330
D601665,Q96FI4
D601665,O00763
D601665,P18428
D601665,Q14994
D601665,Q16134
D601665,O75192
D601665,P13686
D601665,P35638
D601665,P05362
D601665,P36956
D601665,O15156
D601665,P25929
D601665,P20382
D601665,P28845
D601665,Q12791
D601665,P55851
D601665,P22352
D601665,P29120
D601665,P01130
D601665,P32245
D601665,P21554
D601665,P03372
D601665,P98155
D601665,P35558
D601665,Q92667
D601665,Q86SQ7
D601665,Q8J025
D601665,P15954
D601665,P22897
D601665,P13500
D601665,O95398
D601665,Q9UHB7
D601665,Q96RK4
D601665,P01308
D601682,P35354
D601682,Q96CV9
D601682,P51636
D601682,Q8NI36
D601682,Q9UM00
D601682,Q9NNW7
D601682,Q53EP0
D601682,Q12948
D601682,Q99700
D601682,Q03135
D601682,Q99972
D602068,P01375
D602068,Q07820
D602068,P22301
D602068,P01579
D602068,Q14116
D602068,P05231
D602068,Q9Y5U5
D602068,P05089
D602068,P02741
D602080,P09603
D602080,Q8TB24
D602080,Q96CV9
D602080,Q9H295
D602080,Q92621
D602080,P29590
D602080,Q9Y6Q6
D602080,Q8N1G0
D602080,Q13501
D602522,Q8WZ55
D602522,P51801
D602522,P48048
D602522,P00797
D602522,Q13621
D603165,P20930
D603165,P22301
D603165,P35225
D603165,P01584
D603165,P05109
D603165,P05113
D603165,O14753
D603165,P05231
D603165,Q8IZI9
D603165,P05112
D603165,Q7Z589
D603165,O95497
D603165,O95498
D603165,P13501
D603165,P42226
D603165,Q6EBC2
D603165,P45983
D603165,P02778
D603165,P49682
D603165,Q92583
D603165,P16278
D603165,P51671
D603165,Q969D9
D603165,O00175
D603165,P49279
D603165,P16581
D603165,P51681
D603165,O00626
D603165,Q07869
D603165,Q9BXL7
D603165,Q8TC94
D603165,P01579
D603165,Q70YC5
D603165,Q76M96
D603165,O95760
D603165,P51677
D604278,P02730
D604278,P55017
D604278,Q12951
D604278,Q9Y6R1
D604416,P01375
D604416,P01584
D604416,O15553
D604416,O43586
D604416,P01579
D604416,Q9HC29
D604416,Q96P20
D604827,P15328
D604827,P41091
D604827,P78381
D604827,Q13255
D604827,Q9H2X9
D604827,Q05193
D604827,P47870
D604827,Q9NY47
D604827,Q9Y289
D604827,P43005
D604827,Q14683
D604827,P22607
D604827,P21796
D604827,O00305
D604827,Q9Y484
D604827,P31749
D604827,P49815
D604827,O95259
D604827,P08913
D604827,P53539
D604827,P55316
D604827,P35498
D604827,P18507
D604827,P63261
D604827,P43004
D604827,P41229
D604827,O76039
D604827,Q9UBL9
D604827,Q9BRB3
D604827,Q14442
D604827,Q8NCM2
D604827,O14525
D604827,Q06413
D604827,P02768
D604827,P51608
D604827,Q16881
D604827,Q00577
D604827,Q7Z6L0
D604827,Q99571
D604827,Q9H0V9
D604827,Q8WXX7
D604827,Q92574
D604827,P63302
D604827,Q6UB99
D604827,Q9NP73
D604827,Q96DA2
D604827,P09471
D604827,P01100
D604827,P07203
D604827,Q13224
D604827,Q13303
D604827,Q6UVM3
D604827,P54098
D604827,P23560
D604827,Q5JU85
D604827,Q05086
D604827,P30531
D604827,O75460
D604827,O00571
D604827,P61266
D604827,Q13627
D604827,Q96PV0
D604827,P11229
D604827,P08172
D604827,Q9NZV8
D604827,P61764
D604827,Q9BY44
D604827,P01303
D604827,Q15858
D604827,P41143
D604827,Q9UHC6
D604827,Q05639
D604827,P49146
D604827,P00367
D604827,Q13418
D604827,O43526
D604827,P14136
D604827,P55011
D604827,O14647
D604827,Q12879
D604827,Q9C0F0
D604827,P60880
D604827,Q99250
D604827,O95630
D604827,O60741
D604827,P01189
D604827,Q8TAB3
D604827,Q9NPG4
D604827,P28472
D604827,Q9UQD0
D604827,P21333
D604827,Q5QGS0
D604827,Q6U841
D604827,Q14515
D604827,Q00839
D604827,Q9H9P8
D604827,P43003
D604827,P45880
D604827,Q8NFD5
D604827,Q6ZNB7
D604827,Q5JPH6
D604827,Q9Y5P4
D604827,P01137
D604827,Q5T160
D604827,O15047
D604827,P08183
D604827,Q9Y397
D604827,P35372
D604827,Q9HCD6
D605021,Q13155
D605021,Q01453
D605021,Q86UL8
D605021,P51659
D605021,Q9NQ66
D605021,Q13813
D605021,Q11203
D605021,P61764
D605021,Q9UBR1
D605021,Q15858
D605021,Q16620
D605021,Q9Y484
D605021,P49815
D605021,Q8NDV7
D605021,Q92574
D605021,Q9BTW9
D605021,Q9Y4G8
D605021,Q9C0D0
D605021,P37287
D605021,Q8N442
D605021,Q13224
D605021,O14810
D605021,P06850
D605021,P57059
D605021,P35498
D605021,Q99250
D605021,P01189
D605021,Q96QS3
D605021,O76039
D605021,Q9BT09
D605021,Q9ULP9
D605021,Q8N8I0
D605055,P00734
D605055,P0DP25
D605055,P49768
D605055,P20138
D605055,Q30201
D605055,P62760
D605055,P06213
D605055,O14556
D605055,P27338
D605055,P10082
D605055,P17927
D605055,P15692
D605055,P05067
D605055,Q07812
D605055,P01375
D605055,P05198
D605055,Q92542
D605055,Q15392
D605055,Q92692
D605055,Q00059
D605055,P02649
D605055,P01034
D605055,Q9NZC7
D605055,P01344
D605055,P36544
D605055,Q30154
D605055,O14672
D605055,P21709
D605055,Q9UHI8
D605055,P22303
D605055,P02787
D605055,O96008
D605055,Q16555
D605055,O95185
D605055,P11717
D605055,O00499
D605055,Q8N0W5
D605055,P06276
D605055,P12821
D605055,O14863
D605055,P10636
D605055,P23560
D605055,Q9BZA7
D605055,P10909
D605055,P29474
D605055,P41159
D605055,P04156
D605055,Q96JQ5
D605055,Q9Y5K6
D605055,P37231
D605055,P01303
D605055,P56817
D605055,P10635
D605055,Q9P2A4
D605055,P49810
D605055,O14773
D605055,Q7LC44
D605055,Q92673
D605055,P14672
D605055,P06733
D605055,P08069
D605055,P16885
D605055,Q9NQ75
D605055,Q9UKV5
D605055,P06850
D605055,P04179
D605055,P09601
D605055,P25705
D605055,P01584
D605055,Q9NZC2
D605055,P10415
D605055,P00749
D605055,Q13492
D605055,Q8IZY2
D605055,P01023
D605055,P42898
D605055,P42574
D605055,O00264
D605055,Q9Y6A2
D605055,P02654
D605055,P03372
D605055,P17787
D605055,P49841
D605055,P78509
D605055,P05164
D605055,P60174
D605055,P14735
D605055,P05019
D605055,Q92835
D605055,Q6NXT4
D605055,P01308
D605839,P30086
D605839,P07741
D605839,O15327
D605839,P11177
D605839,P40337
D605839,Q96M86
D605839,Q8N490
D605839,Q9HB75
D605839,P08581
D605839,P09525
D605839,Q9H0R1
D605839,Q7Z5L0
D605839,P35354
D605839,P11166
D605839,Q5S007
D605839,Q9NZ56
D605839,O15392
D605839,Q6SJ93
D605839,P35680
D605839,O15090
D605839,Q04206
D605839,P08034
D605839,P42336
D605839,Q14145
D605839,Q8WXH0
D605839,P13639
D605839,Q09666
D605839,P05787
D605839,P00352
D605839,Q6N021
D605839,P09211
D605839,Q15848
D605839,P40121
D605839,Q9GZM5
D605839,P21817
D605839,P41229
D605839,Q8WTV0
D605839,P35240
D605839,Q9H254
D605839,P00558
D605839,Q8NGP0
D605839,Q9UM73
D605839,Q7L2R6
D605839,Q7Z407
D605839,Q99439
D605839,Q96CA5
D605839,P32004
D605839,P12081
D605839,P05231
D605839,Q96SL1
D605839,O15527
D605839,Q14532
D605839,P59046
D605839,P07858
D605839,Q9H0V9
D605839,P38646
D605839,Q12802
D605839,P20823
D605839,A6NI15
D605839,Q14451
D605839,P19532
D605839,P22303
D605839,Q99102
D605839,Q92574
D605839,P78395
D605839,P04626
D605839,P04792
D605839,P50914
D605839,O95185
D605839,P06276
D605839,P07339
D605839,P53355
D605839,P42345
D605839,P09917
D605839,Q9BYW2
D605839,Q8WU17
D605839,Q9NZR2
D605839,P35225
D605839,O14727
D605839,O75030
D605839,Q92733
D605839,P04637
D605839,P50591
D605839,Q8IVL0
D605839,Q14201
D605839,P02511
D605839,Q9Y566
D605839,P20472
D605839,O14772
D605839,Q96HF1
D605839,Q14999
D605839,Q6GMR7
D605839,O75342
D605839,P24394
D605839,P01189
D605839,P78560
D605839,P04179
D605839,Q6P996
D605839,P60484
D605839,P08887
D605839,P17948
D605839,Q99814
D605839,Q03154
D605839,Q8NFG4
D605839,P07195
D605839,Q92597
D605839,P21980
D605839,Q9Y646
D605839,Q8WXK1
D605839,P29762
D605839,Q15369
D605839,P09488
D605839,Q13153
D605839,P55197
D605839,P08729
D605839,Q12791
D605839,P10809
D605839,Q9BXL7
D605839,Q86U86
D605839,Q7Z570
D605839,P42575
D605839,P20645
D605839,P37802
D605839,P01563
D605839,P13716
D605839,P30711
D605839,Q92560
D606703,P35372
D606703,P01213
D606703,O95622
D606703,P14416
D606703,P00450
D606703,P28223
D606703,Q6NSJ0
D606703,Q9UD71
D606798,P21918
D607225,P01189
D607225,Q96Q42
D607459,O15118
D607459,P54098
D607459,Q9BQP7
D607459,Q96RR1
D607459,O95263
D607498,Q7Z2W7
D607498,Q07954
D607498,P20366
D607498,Q14814
D607498,Q9C0D0
D607498,P06881
D607498,O75129
D607501,Q7Z2W7
D607501,Q07954
D607501,P20366
D607501,Q14814
D607501,Q9C0D0
D607501,P06881
D607501,O75129
D607508,Q7Z2W7
D607508,Q07954
D607508,P20366
D607508,Q14814
D607508,Q9C0D0
D607508,P06881
D607508,O75129
D607516,Q7Z2W7
D607516,Q07954
D607516,P20366
D607516,Q14814
D607516,Q9C0D0
D607516,P06881
D607516,O75129
D607554,O75155
D607554,Q9H1E3
D607554,O60706
D607554,Q9Y2P4
D607554,Q70CQ2
D607554,Q13510
D607554,A1A4S6
D607554,Q8WZ42
D607554,Q8IVF4
D607554,P54253
D607554,O00159
D607554,P10828
D607554,P13533
D607554,P05305
D607554,Q13765
D607554,P38936
D607554,Q5T1Q4
D607554,Q99593
D607554,P26678
D607554,Q99697
D607554,Q9H1L0
D607554,Q13639
D607554,Q8WXH0
D607554,Q6NUK4
D607554,Q9H902
D607554,Q8IUG5
D607554,Q5T7R7
D607554,P12034
D607554,Q9H2I8
D607554,O14958
D607554,P43694
D607554,Q9UBF9
D607554,Q6ZP98
D607554,O60248
D607554,P48544
D607554,Q9P267
D607554,O14782
D607554,P16860
D607554,Q02930
D607554,Q15303
D607554,Q8NB78
D607554,O95155
D607554,Q9UBR4
D607554,Q00534
D607554,P51636
D607554,O75094
D607554,Q92731
D607554,P78347
D607554,P04275
D607554,Q4ZJI4
D607554,O75083
D607554,P98160
D607554,Q8IZQ8
D607554,O43852
D607554,Q86V15
D607554,Q9Y6I4
D607554,P03999
D607554,Q13557
D607554,P16581
D607554,Q5TCZ1
D607554,O43516
D607554,Q8N6M6
D607554,Q9UK17
D607554,P12883
D607554,Q13023
D607554,Q9HCM7
D607554,Q14714
D607554,P12821
D607554,Q03933
D607554,Q16586
D607554,P10636
D607554,Q05397
D607554,Q86TC9
D607554,Q9Y6T7
D607554,Q9Y3Q4
D607554,P63252
D607554,P61296
D607554,Q6X784
D607554,P29474
D607554,P33261
D607554,P04921
D607554,Q03135
D607554,Q15842
D607554,P04150
D607554,P17661
D607554,Q13177
D607554,O75335
D607554,Q96EB6
D607554,P29320
D607554,Q9H1B7
D607554,O14653
D607554,P54821
D607554,Q96JM2
D607554,Q8IVL1
D607554,Q5VU57
D607554,Q13619
D607554,Q5T481
D607554,O15105
D607554,Q9HD26
D607554,P35711
D607554,Q8WVK2
D607554,Q9HBZ2
D607554,Q92673
D607554,Q9NUQ6
D607554,Q06190
D607554,P08069
D607554,Q8WV24
D607554,Q5T2E6
D607554,Q9UIA9
D607554,P51787
D607554,P22460
D607554,Q76N32
D607554,Q9HAV0
D607554,Q9H1J5
D607554,Q12809
D607554,Q9Y5Y9
D607554,Q969P5
D607554,P01215
D607554,Q9H2S1
D607554,P0CAP1
D607554,P52952
D607554,Q9UGI6
D607554,Q96JA1
D607554,Q9UP83
D607554,P36382
D607554,O76050
D607554,Q14524
D607554,Q86SQ0
D607554,O76041
D607554,O75146
D607554,Q9Y6J6
D607554,Q96GD3
D607554,Q9Y281
D607554,Q9NP98
D607554,Q9Y2C2
D607554,Q15438
D607554,Q9H987
D607554,Q9NY65
D607554,Q8NBI6
D607554,P56703
D607554,P15880
D607554,Q9Y2L6
D607554,Q92784
D607554,Q5BKY1
D607554,Q99959
D607554,Q92901
D607554,O14980
D607554,Q9UJ90
D607554,Q99436
D607554,Q5U5Q3
D607554,O94901
D607554,O43508
D607554,Q15751
D607554,Q8N1M1
D607628,P15328
D607628,P41091
D607628,P78381
D607628,Q13255
D607628,Q9H2X9
D607628,Q05193
D607628,P47870
D607628,Q9NY47
D607628,Q9Y289
D607628,P43005
D607628,Q14683
D607628,P22607
D607628,P21796
D607628,O00305
D607628,Q9Y484
D607628,P31749
D607628,P49815
D607628,O95259
D607628,P08913
D607628,P53539
D607628,P55316
D607628,P35498
D607628,P18507
D607628,P63261
D607628,P43004
D607628,P41229
D607628,O76039
D607628,Q9UBL9
D607628,Q9BRB3
D607628,Q14442
D607628,Q8NCM2
D607628,O14525
D607628,Q06413
D607628,P02768
D607628,P51608
D607628,Q16881
D607628,Q00577
D607628,Q7Z6L0
D607628,Q99571
D607628,Q9H0V9
D607628,Q8WXX7
D607628,Q92574
D607628,P63302
D607628,Q6UB99
D607628,Q9NP73
D607628,Q96DA2
D607628,P09471
D607628,P01100
D607628,P07203
D607628,Q13224
D607628,Q13303
D607628,Q6UVM3
D607628,P54098
D607628,P23560
D607628,Q5JU85
D607628,Q05086
D607628,P30531
D607628,O75460
D607628,O00571
D607628,P61266
D607628,Q13627
D607628,Q96PV0
D607628,P11229
D607628,P08172
D607628,Q9NZV8
D607628,P61764
D607628,Q9BY44
D607628,P01303
D607628,Q15858
D607628,P41143
D607628,Q9UHC6
D607628,Q05639
D607628,P49146
D607628,P00367
D607628,Q13418
D607628,O43526
D607628,P14136
D607628,P55011
D607628,O14647
D607628,Q12879
D607628,Q9C0F0
D607628,P60880
D607628,Q99250
D607628,O95630
D607628,O60741
D607628,P01189
D607628,Q8TAB3
D607628,Q9NPG4
D607628,P28472
D607628,Q9UQD0
D607628,P21333
D607628,Q5QGS0
D607628,Q6U841
D607628,Q14515
D607628,Q00839
D607628,Q9H9P8
D607628,P43003
D607628,P45880
D607628,Q8NFD5
D607628,Q6ZNB7
D607628,Q5JPH6
D607628,Q9Y5P4
D607628,P01137
D607628,Q5T160
D607628,O15047
D607628,P08183
D607628,Q9Y397
D607628,P35372
D607628,P51788
D607628,Q9HCD6
D607631,P15328
